,State,MSA,Month,YTD_Rental_Goals
1772,WA,Tacoma WA,2021-09-30,297.0
1773,WA,Tacoma WA,2021-10-31,300.0
1774,WA,Tacoma WA,2021-11-30,303.0
1775,WA,Tacoma WA,2021-12-31,306.0
1776,WI,Green Bay-Appleton WI,2021-01-31,327.0
1777,WI,Green Bay-Appleton WI,2021-02-28,328.0
1778,WI,Green Bay-Appleton WI,2021-03-31,328.0
1779,WI,Green Bay-Appleton WI,2021-04-30,329.0
1780,WI,Green Bay-Appleton WI,2021-05-31,330.0
1781,WI,Green Bay-Appleton WI,2021-06-30,331.0
1782,WI,Green Bay-Appleton WI,2021-07-31,331.0
1783,WI,Green Bay-Appleton WI,2021-08-31,332.0
1784,WI,Green Bay-Appleton WI,2021-09-30,333.0
1785,WI,Green Bay-Appleton WI,2021-10-31,334.0
1786,WI,Green Bay-Appleton WI,2021-11-30,334.0
1787,WI,Green Bay-Appleton WI,2021-12-31,335.0
1788,WI,Madison WI,2021-01-31,386.0
1789,WI,Madison WI,2021-02-28,387.0
1790,WI,Madison WI,2021-03-31,389.0
1791,WI,Madison WI,2021-04-30,390.0
1792,WI,Madison WI,2021-05-31,391.0
1793,WI,Madison WI,2021-06-30,392.0
1794,WI,Madison WI,2021-07-31,392.0
1795,WI,Madison WI,2021-08-31,393.0
1796,WI,Madison WI,2021-09-30,394.0
1797,WI,Madison WI,2021-10-31,395.0
1798,WI,Madison WI,2021-11-30,396.0
1799,WI,Madison WI,2021-12-31,397.0
1800,WI,Milwaukee WI,2021-01-31,448.0
1801,WI,Milwaukee WI,2021-02-28,449.0
1802,WI,Milwaukee WI,2021-03-31,451.0
1803,WI,Milwaukee WI,2021-04-30,451.0
1804,WI,Milwaukee WI,2021-05-31,452.0
1805,WI,Milwaukee WI,2021-06-30,453.0
1806,WI,Milwaukee WI,2021-07-31,454.0
1807,WI,Milwaukee WI,2021-08-31,455.0
1808,WI,Milwaukee WI,2021-09-30,456.0
1809,WI,Milwaukee WI,2021-10-31,456.0
1810,WI,Milwaukee WI,2021-11-30,457.0
1811,WI,Milwaukee WI,2021-12-31,458.0
1812,WI,Other WI,2021-01-31,463.0
1813,WI,Other WI,2021-02-28,464.0
1814,WI,Other WI,2021-03-31,475.0
1815,WI,Other WI,2021-04-30,476.0
1816,WI,Other WI,2021-05-31,476.0
1817,WI,Other WI,2021-06-30,477.0
1818,WI,Other WI,2021-07-31,477.0
1819,WI,Other WI,2021-08-31,477.0
1820,WI,Other WI,2021-09-30,478.0
1821,WI,Other WI,2021-10-31,478.0
1822,WI,Other WI,2021-11-30,479.0
1823,WI,Other WI,2021-12-31,479.0
1824,WV,Charleston WV,2021-01-31,54.0
1825,WV,Charleston WV,2021-02-28,55.0
1826,WV,Charleston WV,2021-03-31,55.0
1827,WV,Charleston WV,2021-04-30,55.0
1828,WV,Charleston WV,2021-05-31,55.0
1829,WV,Charleston WV,2021-06-30,56.0
1830,WV,Charleston WV,2021-07-31,56.0
1831,WV,Charleston WV,2021-08-31,56.0
1832,WV,Charleston WV,2021-09-30,56.0
1833,WV,Charleston WV,2021-10-31,57.0
1834,WV,Charleston WV,2021-11-30,57.0
1835,WV,Charleston WV,2021-12-31,57.0
1836,WV,Other WV,2021-01-31,41.0
1837,WV,Other WV,2021-02-28,41.0
1838,WV,Other WV,2021-03-31,42.0
1839,WV,Other WV,2021-04-30,43.0
1840,WV,Other WV,2021-05-31,43.0
1841,WV,Other WV,2021-06-30,44.0
1842,WV,Other WV,2021-07-31,45.0
1843,WV,Other WV,2021-08-31,45.0
1844,WV,Other WV,2021-09-30,46.0
1845,WV,Other WV,2021-10-31,47.0
1846,WV,Other WV,2021-11-30,47.0
1847,WV,Other WV,2021-12-31,48.0
1848,WY,Wyoming,2021-01-31,65.0
1849,WY,Wyoming,2021-02-28,65.0
1850,WY,Wyoming,2021-03-31,66.0
1851,WY,Wyoming,2021-04-30,66.0
1852,WY,Wyoming,2021-05-31,66.0
1853,WY,Wyoming,2021-06-30,67.0
1854,WY,Wyoming,2021-07-31,67.0
1855,WY,Wyoming,2021-08-31,67.0
1856,WY,Wyoming,2021-09-30,67.0
1857,WY,Wyoming,2021-10-31,67.0
1858,WY,Wyoming,2021-11-30,67.0
1859,WY,Wyoming,2021-12-31,67.0
1860,AK,Alaska,2022-01-31,193.166667
1861,AK,Alaska,2022-02-28,193.333334
1862,AK,Alaska,2022-03-31,193.500001
1863,AK,Alaska,2022-04-30,193.666668
1864,AK,Alaska,2022-05-31,193.833335
1865,AK,Alaska,2022-06-30,194.000002
1866,AK,Alaska,2022-07-31,194.166669
1867,AK,Alaska,2022-08-31,194.333336
1868,AK,Alaska,2022-09-30,194.500003
1869,AK,Alaska,2022-10-31,194.66667
1870,AK,Alaska,2022-11-30,194.833337
1871,AK,Alaska,2022-12-31,195.000004
1872,AL,Birmingham AL,2022-01-31,72.083333
1873,AL,Birmingham AL,2022-02-28,72.166666
1874,AL,Birmingham AL,2022-03-31,72.249999
1875,AL,Birmingham AL,2022-04-30,72.333332
1876,AL,Birmingham AL,2022-05-31,72.416665
1877,AL,Birmingham AL,2022-06-30,72.499998
1878,AL,Birmingham AL,2022-07-31,72.583331
1879,AL,Birmingham AL,2022-08-31,72.666664
1880,AL,Birmingham AL,2022-09-30,72.749997
1881,AL,Birmingham AL,2022-10-31,72.83333
1882,AL,Birmingham AL,2022-11-30,72.916663
1883,AL,Birmingham AL,2022-12-31,72.999996
1884,AL,Mobile AL,2022-01-31,91.083333
1885,AL,Mobile AL,2022-02-28,91.166666
1886,AL,Mobile AL,2022-03-31,91.249999
1887,AL,Mobile AL,2022-04-30,91.333332
1888,AL,Mobile AL,2022-05-31,91.416665
1889,AL,Mobile AL,2022-06-30,91.499998
1890,AL,Mobile AL,2022-07-31,91.583331
1891,AL,Mobile AL,2022-08-31,91.666664
1892,AL,Mobile AL,2022-09-30,91.749997
1893,AL,Mobile AL,2022-10-31,91.83333
1894,AL,Mobile AL,2022-11-30,91.916663
1895,AL,Mobile AL,2022-12-31,91.999996
1896,AL,Montgomery AL,2022-01-31,104.083333
1897,AL,Montgomery AL,2022-02-28,104.166666
1898,AL,Montgomery AL,2022-03-31,104.249999
1899,AL,Montgomery AL,2022-04-30,104.333332
1900,AL,Montgomery AL,2022-05-31,104.416665
1901,AL,Montgomery AL,2022-06-30,104.499998
1902,AL,Montgomery AL,2022-07-31,104.583331
1903,AL,Montgomery AL,2022-08-31,104.666664
1904,AL,Montgomery AL,2022-09-30,104.749997
1905,AL,Montgomery AL,2022-10-31,104.83333
1906,AL,Montgomery AL,2022-11-30,104.916663
1907,AL,Montgomery AL,2022-12-31,104.999996
1908,AL,Other AL,2022-01-31,194.166667
1909,AL,Other AL,2022-02-28,194.333334
1910,AL,Other AL,2022-03-31,194.500001
1911,AL,Other AL,2022-04-30,194.666668
1912,AL,Other AL,2022-05-31,194.833335
1913,AL,Other AL,2022-06-30,195.000002
1914,AL,Other AL,2022-07-31,195.166669
1915,AL,Other AL,2022-08-31,195.333336
1916,AL,Other AL,2022-09-30,195.500003
1917,AL,Other AL,2022-10-31,195.66667
1918,AL,Other AL,2022-11-30,195.833337
1919,AL,Other AL,2022-12-31,196.000004
1920,AR,Arkansas,2022-01-31,304.25
1921,AR,Arkansas,2022-02-28,304.5
1922,AR,Arkansas,2022-03-31,304.75
1923,AR,Arkansas,2022-04-30,305.0
1924,AR,Arkansas,2022-05-31,305.25
1925,AR,Arkansas,2022-06-30,305.5
1926,AR,Arkansas,2022-07-31,305.75
1927,AR,Arkansas,2022-08-31,306.0
1928,AR,Arkansas,2022-09-30,306.25
1929,AR,Arkansas,2022-10-31,306.5
1930,AR,Arkansas,2022-11-30,306.75
1931,AR,Arkansas,2022-12-31,307.0
1932,AZ,Other AZ,2022-01-31,282.25
1933,AZ,Other AZ,2022-02-28,282.5
1934,AZ,Other AZ,2022-03-31,282.75
1935,AZ,Other AZ,2022-04-30,283.0
1936,AZ,Other AZ,2022-05-31,283.25
1937,AZ,Other AZ,2022-06-30,283.5
1938,AZ,Other AZ,2022-07-31,283.75
1939,AZ,Other AZ,2022-08-31,284.0
1940,AZ,Other AZ,2022-09-30,284.25
1941,AZ,Other AZ,2022-10-31,284.5
1942,AZ,Other AZ,2022-11-30,284.75
1943,AZ,Other AZ,2022-12-31,285.0
1944,AZ,Phoenix AZ,2022-01-31,842.666667
1945,AZ,Phoenix AZ,2022-02-28,843.333334
1946,AZ,Phoenix AZ,2022-03-31,844.000001
1947,AZ,Phoenix AZ,2022-04-30,844.666668
1948,AZ,Phoenix AZ,2022-05-31,845.333335
1949,AZ,Phoenix AZ,2022-06-30,846.000002
1950,AZ,Phoenix AZ,2022-07-31,846.666669
1951,AZ,Phoenix AZ,2022-08-31,847.333336
1952,AZ,Phoenix AZ,2022-09-30,848.000003
1953,AZ,Phoenix AZ,2022-10-31,848.66667
1954,AZ,Phoenix AZ,2022-11-30,849.333337
1955,AZ,Phoenix AZ,2022-12-31,850.000004
1956,AZ,Tucson AZ,2022-01-31,405.333333
1957,AZ,Tucson AZ,2022-02-28,405.666666
1958,AZ,Tucson AZ,2022-03-31,405.999999
1959,AZ,Tucson AZ,2022-04-30,406.333332
1960,AZ,Tucson AZ,2022-05-31,406.666665
1961,AZ,Tucson AZ,2022-06-30,406.999998
1962,AZ,Tucson AZ,2022-07-31,407.333331
1963,AZ,Tucson AZ,2022-08-31,407.666664
1964,AZ,Tucson AZ,2022-09-30,407.999997
1965,AZ,Tucson AZ,2022-10-31,408.33333
1966,AZ,Tucson AZ,2022-11-30,408.666663
1967,AZ,Tucson AZ,2022-12-31,408.999996
1968,CA,Bakersfield CA,2022-01-31,770.833333
1969,CA,Bakersfield CA,2022-02-28,771.666666
1970,CA,Bakersfield CA,2022-03-31,772.499999
1971,CA,Bakersfield CA,2022-04-30,773.333332
1972,CA,Bakersfield CA,2022-05-31,774.166665
1973,CA,Bakersfield CA,2022-06-30,774.999998
1974,CA,Bakersfield CA,2022-07-31,775.833331
1975,CA,Bakersfield CA,2022-08-31,776.666664
1976,CA,Bakersfield CA,2022-09-30,777.499997
1977,CA,Bakersfield CA,2022-10-31,778.33333
1978,CA,Bakersfield CA,2022-11-30,779.166663
1979,CA,Bakersfield CA,2022-12-31,779.999996
1980,CA,Fresno CA,2022-01-31,695.75
1981,CA,Fresno CA,2022-02-28,696.5
1982,CA,Fresno CA,2022-03-31,697.25
1983,CA,Fresno CA,2022-04-30,698.0
1984,CA,Fresno CA,2022-05-31,698.75
1985,CA,Fresno CA,2022-06-30,699.5
1986,CA,Fresno CA,2022-07-31,700.25
1987,CA,Fresno CA,2022-08-31,701.0
1988,CA,Fresno CA,2022-09-30,701.75
1989,CA,Fresno CA,2022-10-31,702.5
1990,CA,Fresno CA,2022-11-30,703.25
1991,CA,Fresno CA,2022-12-31,704.0
1992,CA,Los Angeles CA,2022-01-31,2553.083333
1993,CA,Los Angeles CA,2022-02-28,2555.166666
1994,CA,Los Angeles CA,2022-03-31,2557.249999
1995,CA,Los Angeles CA,2022-04-30,2559.333332
1996,CA,Los Angeles CA,2022-05-31,2561.416665
1997,CA,Los Angeles CA,2022-06-30,2563.499998
1998,CA,Los Angeles CA,2022-07-31,2565.583331
1999,CA,Los Angeles CA,2022-08-31,2567.666664
2000,CA,Los Angeles CA,2022-09-30,2569.749997
2001,CA,Los Angeles CA,2022-10-31,2571.83333
2002,CA,Los Angeles CA,2022-11-30,2573.916663
2003,CA,Los Angeles CA,2022-12-31,2575.999996
2004,CA,Oakland CA,2022-01-31,1082.0
2005,CA,Oakland CA,2022-02-28,1083.0
2006,CA,Oakland CA,2022-03-31,1084.0
2007,CA,Oakland CA,2022-04-30,1085.0
2008,CA,Oakland CA,2022-05-31,1086.0
2009,CA,Oakland CA,2022-06-30,1087.0
2010,CA,Oakland CA,2022-07-31,1088.0
2011,CA,Oakland CA,2022-08-31,1089.0
2012,CA,Oakland CA,2022-09-30,1090.0
2013,CA,Oakland CA,2022-10-31,1091.0
2014,CA,Oakland CA,2022-11-30,1092.0
2015,CA,Oakland CA,2022-12-31,1093.0
2016,CA,Other CA,2022-01-31,1588.416667
2017,CA,Other CA,2022-02-28,1589.833334
2018,CA,Other CA,2022-03-31,1591.250001
2019,CA,Other CA,2022-04-30,1592.666668
2020,CA,Other CA,2022-05-31,1594.083335
2021,CA,Other CA,2022-06-30,1595.500002
2022,CA,Other CA,2022-07-31,1596.916669
2023,CA,Other CA,2022-08-31,1598.333336
2024,CA,Other CA,2022-09-30,1599.750003
2025,CA,Other CA,2022-10-31,1601.16667
2026,CA,Other CA,2022-11-30,1602.583337
2027,CA,Other CA,2022-12-31,1604.000004
2028,CA,Sacramento CA,2022-01-31,1058.0
2029,CA,Sacramento CA,2022-02-28,1059.0
2030,CA,Sacramento CA,2022-03-31,1060.0
2031,CA,Sacramento CA,2022-04-30,1061.0
2032,CA,Sacramento CA,2022-05-31,1062.0
2033,CA,Sacramento CA,2022-06-30,1063.0
2034,CA,Sacramento CA,2022-07-31,1064.0
2035,CA,Sacramento CA,2022-08-31,1065.0
2036,CA,Sacramento CA,2022-09-30,1066.0
2037,CA,Sacramento CA,2022-10-31,1067.0
2038,CA,Sacramento CA,2022-11-30,1068.0
2039,CA,Sacramento CA,2022-12-31,1069.0
2040,CA,San Bernardino-Riverside CA,2022-01-31,1199.083333
2041,CA,San Bernardino-Riverside CA,2022-02-28,1200.166666
2042,CA,San Bernardino-Riverside CA,2022-03-31,1201.249999
2043,CA,San Bernardino-Riverside CA,2022-04-30,1202.333332
2044,CA,San Bernardino-Riverside CA,2022-05-31,1203.416665
2045,CA,San Bernardino-Riverside CA,2022-06-30,1204.499998
2046,CA,San Bernardino-Riverside CA,2022-07-31,1205.583331
2047,CA,San Bernardino-Riverside CA,2022-08-31,1206.666664
2048,CA,San Bernardino-Riverside CA,2022-09-30,1207.749997
2049,CA,San Bernardino-Riverside CA,2022-10-31,1208.83333
2050,CA,San Bernardino-Riverside CA,2022-11-30,1209.916663
2051,CA,San Bernardino-Riverside CA,2022-12-31,1210.999996
2052,CA,San Diego CA,2022-01-31,1753.583333
2053,CA,San Diego CA,2022-02-28,1755.166666
2054,CA,San Diego CA,2022-03-31,1756.749999
2055,CA,San Diego CA,2022-04-30,1758.333332
2056,CA,San Diego CA,2022-05-31,1759.916665
2057,CA,San Diego CA,2022-06-30,1761.499998
2058,CA,San Diego CA,2022-07-31,1763.083331
2059,CA,San Diego CA,2022-08-31,1764.666664
2060,CA,San Diego CA,2022-09-30,1766.249997
2061,CA,San Diego CA,2022-10-31,1767.83333
2062,CA,San Diego CA,2022-11-30,1769.416663
2063,CA,San Diego CA,2022-12-31,1770.999996
2064,CA,San Francisco CA,2022-01-31,821.833333
2065,CA,San Francisco CA,2022-02-28,822.666666
2066,CA,San Francisco CA,2022-03-31,823.499999
2067,CA,San Francisco CA,2022-04-30,824.333332
2068,CA,San Francisco CA,2022-05-31,825.166665
2069,CA,San Francisco CA,2022-06-30,825.999998
2070,CA,San Francisco CA,2022-07-31,826.833331
2071,CA,San Francisco CA,2022-08-31,827.666664
2072,CA,San Francisco CA,2022-09-30,828.499997
2073,CA,San Francisco CA,2022-10-31,829.33333
2074,CA,San Francisco CA,2022-11-30,830.166663
2075,CA,San Francisco CA,2022-12-31,830.999996
2076,CA,San Jose CA,2022-01-31,863.833333
2077,CA,San Jose CA,2022-02-28,864.666666
2078,CA,San Jose CA,2022-03-31,865.499999
2079,CA,San Jose CA,2022-04-30,866.333332
2080,CA,San Jose CA,2022-05-31,867.166665
2081,CA,San Jose CA,2022-06-30,867.999998
2082,CA,San Jose CA,2022-07-31,868.833331
2083,CA,San Jose CA,2022-08-31,869.666664
2084,CA,San Jose CA,2022-09-30,870.499997
2085,CA,San Jose CA,2022-10-31,871.33333
2086,CA,San Jose CA,2022-11-30,872.166663
2087,CA,San Jose CA,2022-12-31,872.999996
2088,CA,Santa Ana-Anaheim CA,2022-01-31,1332.25
2089,CA,Santa Ana-Anaheim CA,2022-02-28,1333.5
2090,CA,Santa Ana-Anaheim CA,2022-03-31,1334.75
2091,CA,Santa Ana-Anaheim CA,2022-04-30,1336.0
2092,CA,Santa Ana-Anaheim CA,2022-05-31,1337.25
2093,CA,Santa Ana-Anaheim CA,2022-06-30,1338.5
2094,CA,Santa Ana-Anaheim CA,2022-07-31,1339.75
2095,CA,Santa Ana-Anaheim CA,2022-08-31,1341.0
2096,CA,Santa Ana-Anaheim CA,2022-09-30,1342.25
2097,CA,Santa Ana-Anaheim CA,2022-10-31,1343.5
2098,CA,Santa Ana-Anaheim CA,2022-11-30,1344.75
2099,CA,Santa Ana-Anaheim CA,2022-12-31,1346.0
2100,CO,Colorado Springs CO,2022-01-31,202.166667
2101,CO,Colorado Springs CO,2022-02-28,202.333334
2102,CO,Colorado Springs CO,2022-03-31,202.500001
2103,CO,Colorado Springs CO,2022-04-30,202.666668
2104,CO,Colorado Springs CO,2022-05-31,202.833335
2105,CO,Colorado Springs CO,2022-06-30,203.000002
2106,CO,Colorado Springs CO,2022-07-31,203.166669
2107,CO,Colorado Springs CO,2022-08-31,203.333336
2108,CO,Colorado Springs CO,2022-09-30,203.500003
2109,CO,Colorado Springs CO,2022-10-31,203.66667
2110,CO,Colorado Springs CO,2022-11-30,203.833337
2111,CO,Colorado Springs CO,2022-12-31,204.000004
2112,CO,Denver CO,2022-01-31,720.583333
2113,CO,Denver CO,2022-02-28,721.166666
2114,CO,Denver CO,2022-03-31,721.749999
2115,CO,Denver CO,2022-04-30,722.333332
2116,CO,Denver CO,2022-05-31,722.916665
2117,CO,Denver CO,2022-06-30,723.499998
2118,CO,Denver CO,2022-07-31,724.083331
2119,CO,Denver CO,2022-08-31,724.666664
2120,CO,Denver CO,2022-09-30,725.249997
2121,CO,Denver CO,2022-10-31,725.83333
2122,CO,Denver CO,2022-11-30,726.416663
2123,CO,Denver CO,2022-12-31,726.999996
2124,CO,Other CO,2022-01-31,229.166667
2125,CO,Other CO,2022-02-28,229.333334
2126,CO,Other CO,2022-03-31,229.500001
2127,CO,Other CO,2022-04-30,229.666668
2128,CO,Other CO,2022-05-31,229.833335
2129,CO,Other CO,2022-06-30,230.000002
2130,CO,Other CO,2022-07-31,230.166669
2131,CO,Other CO,2022-08-31,230.333336
2132,CO,Other CO,2022-09-30,230.500003
2133,CO,Other CO,2022-10-31,230.66667
2134,CO,Other CO,2022-11-30,230.833337
2135,CO,Other CO,2022-12-31,231.000004
2136,CT,Hartford CT,2022-01-31,286.25
2137,CT,Hartford CT,2022-02-28,286.5
2138,CT,Hartford CT,2022-03-31,286.75
2139,CT,Hartford CT,2022-04-30,287.0
2140,CT,Hartford CT,2022-05-31,287.25
2141,CT,Hartford CT,2022-06-30,287.5
2142,CT,Hartford CT,2022-07-31,287.75
2143,CT,Hartford CT,2022-08-31,288.0
2144,CT,Hartford CT,2022-09-30,288.25
2145,CT,Hartford CT,2022-10-31,288.5
2146,CT,Hartford CT,2022-11-30,288.75
2147,CT,Hartford CT,2022-12-31,289.0
2148,CT,New Haven CT,2022-01-31,338.25
2149,CT,New Haven CT,2022-02-28,338.5
2150,CT,New Haven CT,2022-03-31,338.75
2151,CT,New Haven CT,2022-04-30,339.0
2152,CT,New Haven CT,2022-05-31,339.25
2153,CT,New Haven CT,2022-06-30,339.5
2154,CT,New Haven CT,2022-07-31,339.75
2155,CT,New Haven CT,2022-08-31,340.0
2156,CT,New Haven CT,2022-09-30,340.25
2157,CT,New Haven CT,2022-10-31,340.5
2158,CT,New Haven CT,2022-11-30,340.75
2159,CT,New Haven CT,2022-12-31,341.0
2160,CT,Stamford CT,2022-01-31,187.166667
2161,CT,Stamford CT,2022-02-28,187.333334
2162,CT,Stamford CT,2022-03-31,187.500001
2163,CT,Stamford CT,2022-04-30,187.666668
2164,CT,Stamford CT,2022-05-31,187.833335
2165,CT,Stamford CT,2022-06-30,188.000002
2166,CT,Stamford CT,2022-07-31,188.166669
2167,CT,Stamford CT,2022-08-31,188.333336
2168,CT,Stamford CT,2022-09-30,188.500003
2169,CT,Stamford CT,2022-10-31,188.66667
2170,CT,Stamford CT,2022-11-30,188.833337
2171,CT,Stamford CT,2022-12-31,189.000004
2172,DC,Washington DC,2022-01-31,223.166667
2173,DC,Washington DC,2022-02-28,223.333334
2174,DC,Washington DC,2022-03-31,223.500001
2175,DC,Washington DC,2022-04-30,223.666668
2176,DC,Washington DC,2022-05-31,223.833335
2177,DC,Washington DC,2022-06-30,224.000002
2178,DC,Washington DC,2022-07-31,224.166669
2179,DC,Washington DC,2022-08-31,224.333336
2180,DC,Washington DC,2022-09-30,224.500003
2181,DC,Washington DC,2022-10-31,224.66667
2182,DC,Washington DC,2022-11-30,224.833337
2183,DC,Washington DC,2022-12-31,225.000004
2184,DE,Delaware,2022-01-31,41.0
2185,DE,Delaware,2022-02-28,41.0
2186,DE,Delaware,2022-03-31,41.0
2187,DE,Delaware,2022-04-30,41.0
2188,DE,Delaware,2022-05-31,41.0
2189,DE,Delaware,2022-06-30,41.0
2190,DE,Delaware,2022-07-31,41.0
2191,DE,Delaware,2022-08-31,41.0
2192,DE,Delaware,2022-09-30,41.0
2193,DE,Delaware,2022-10-31,41.0
2194,DE,Delaware,2022-11-30,41.0
2195,DE,Delaware,2022-12-31,41.0
2196,FL,Fort Myers-Naples FL,2022-01-31,687.583333
2197,FL,Fort Myers-Naples FL,2022-02-28,688.166666
2198,FL,Fort Myers-Naples FL,2022-03-31,688.749999
2199,FL,Fort Myers-Naples FL,2022-04-30,689.333332
2200,FL,Fort Myers-Naples FL,2022-05-31,689.916665
2201,FL,Fort Myers-Naples FL,2022-06-30,690.499998
2202,FL,Fort Myers-Naples FL,2022-07-31,691.083331
2203,FL,Fort Myers-Naples FL,2022-08-31,691.666664
2204,FL,Fort Myers-Naples FL,2022-09-30,692.249997
2205,FL,Fort Myers-Naples FL,2022-10-31,692.83333
2206,FL,Fort Myers-Naples FL,2022-11-30,693.416663
2207,FL,Fort Myers-Naples FL,2022-12-31,693.999996
2208,FL,Jacksonville FL,2022-01-31,743.75
2209,FL,Jacksonville FL,2022-02-28,744.5
2210,FL,Jacksonville FL,2022-03-31,745.25
2211,FL,Jacksonville FL,2022-04-30,746.0
2212,FL,Jacksonville FL,2022-05-31,746.75
2213,FL,Jacksonville FL,2022-06-30,747.5
2214,FL,Jacksonville FL,2022-07-31,748.25
2215,FL,Jacksonville FL,2022-08-31,749.0
2216,FL,Jacksonville FL,2022-09-30,749.75
2217,FL,Jacksonville FL,2022-10-31,750.5
2218,FL,Jacksonville FL,2022-11-30,751.25
2219,FL,Jacksonville FL,2022-12-31,752.0
2220,FL,Miami-Fort Lauderdale FL,2022-01-31,1107.916667
2221,FL,Miami-Fort Lauderdale FL,2022-02-28,1108.833334
2222,FL,Miami-Fort Lauderdale FL,2022-03-31,1109.750001
2223,FL,Miami-Fort Lauderdale FL,2022-04-30,1110.666668
2224,FL,Miami-Fort Lauderdale FL,2022-05-31,1111.583335
2225,FL,Miami-Fort Lauderdale FL,2022-06-30,1112.500002
2226,FL,Miami-Fort Lauderdale FL,2022-07-31,1113.416669
2227,FL,Miami-Fort Lauderdale FL,2022-08-31,1114.333336
2228,FL,Miami-Fort Lauderdale FL,2022-09-30,1115.250003
2229,FL,Miami-Fort Lauderdale FL,2022-10-31,1116.16667
2230,FL,Miami-Fort Lauderdale FL,2022-11-30,1117.083337
2231,FL,Miami-Fort Lauderdale FL,2022-12-31,1118.000004
2232,FL,Orlando FL,2022-01-31,835.666667
2233,FL,Orlando FL,2022-02-28,836.333334
2234,FL,Orlando FL,2022-03-31,837.000001
2235,FL,Orlando FL,2022-04-30,837.666668
2236,FL,Orlando FL,2022-05-31,838.333335
2237,FL,Orlando FL,2022-06-30,839.000002
2238,FL,Orlando FL,2022-07-31,839.666669
2239,FL,Orlando FL,2022-08-31,840.333336
2240,FL,Orlando FL,2022-09-30,841.000003
2241,FL,Orlando FL,2022-10-31,841.66667
2242,FL,Orlando FL,2022-11-30,842.333337
2243,FL,Orlando FL,2022-12-31,843.000004
2244,FL,Other FL,2022-01-31,1166.0
2245,FL,Other FL,2022-02-28,1167.0
2246,FL,Other FL,2022-03-31,1168.0
2247,FL,Other FL,2022-04-30,1169.0
2248,FL,Other FL,2022-05-31,1170.0
2249,FL,Other FL,2022-06-30,1171.0
2250,FL,Other FL,2022-07-31,1172.0
2251,FL,Other FL,2022-08-31,1173.0
2252,FL,Other FL,2022-09-30,1174.0
2253,FL,Other FL,2022-10-31,1175.0
2254,FL,Other FL,2022-11-30,1176.0
2255,FL,Other FL,2022-12-31,1177.0
2256,FL,Tampa-St Petersburg FL,2022-01-31,881.75
2257,FL,Tampa-St Petersburg FL,2022-02-28,882.5
2258,FL,Tampa-St Petersburg FL,2022-03-31,883.25
2259,FL,Tampa-St Petersburg FL,2022-04-30,884.0
2260,FL,Tampa-St Petersburg FL,2022-05-31,884.75
2261,FL,Tampa-St Petersburg FL,2022-06-30,885.5
2262,FL,Tampa-St Petersburg FL,2022-07-31,886.25
2263,FL,Tampa-St Petersburg FL,2022-08-31,887.0
2264,FL,Tampa-St Petersburg FL,2022-09-30,887.75
2265,FL,Tampa-St Petersburg FL,2022-10-31,888.5
2266,FL,Tampa-St Petersburg FL,2022-11-30,889.25
2267,FL,Tampa-St Petersburg FL,2022-12-31,890.0
2268,FL,West Palm Beach-Boca Raton FL,2022-01-31,816.666667
2269,FL,West Palm Beach-Boca Raton FL,2022-02-28,817.333334
2270,FL,West Palm Beach-Boca Raton FL,2022-03-31,818.000001
2271,FL,West Palm Beach-Boca Raton FL,2022-04-30,818.666668
2272,FL,West Palm Beach-Boca Raton FL,2022-05-31,819.333335
2273,FL,West Palm Beach-Boca Raton FL,2022-06-30,820.000002
2274,FL,West Palm Beach-Boca Raton FL,2022-07-31,820.666669
2275,FL,West Palm Beach-Boca Raton FL,2022-08-31,821.333336
2276,FL,West Palm Beach-Boca Raton FL,2022-09-30,822.000003
2277,FL,West Palm Beach-Boca Raton FL,2022-10-31,822.66667
2278,FL,West Palm Beach-Boca Raton FL,2022-11-30,823.333337
2279,FL,West Palm Beach-Boca Raton FL,2022-12-31,824.000004
2280,GA,Athens GA,2022-01-31,252.166667
2281,GA,Athens GA,2022-02-28,252.333334
2282,GA,Athens GA,2022-03-31,252.500001
2283,GA,Athens GA,2022-04-30,252.666668
2284,GA,Athens GA,2022-05-31,252.833335
2285,GA,Athens GA,2022-06-30,253.000002
2286,GA,Athens GA,2022-07-31,253.166669
2287,GA,Athens GA,2022-08-31,253.333336
2288,GA,Athens GA,2022-09-30,253.500003
2289,GA,Athens GA,2022-10-31,253.66667
2290,GA,Athens GA,2022-11-30,253.833337
2291,GA,Athens GA,2022-12-31,254.000004
2292,GA,Atlanta GA,2022-01-31,352.25
2293,GA,Atlanta GA,2022-02-28,352.5
2294,GA,Atlanta GA,2022-03-31,352.75
2295,GA,Atlanta GA,2022-04-30,353.0
2296,GA,Atlanta GA,2022-05-31,353.25
2297,GA,Atlanta GA,2022-06-30,353.5
2298,GA,Atlanta GA,2022-07-31,353.75
2299,GA,Atlanta GA,2022-08-31,354.0
2300,GA,Atlanta GA,2022-09-30,354.25
2301,GA,Atlanta GA,2022-10-31,354.5
2302,GA,Atlanta GA,2022-11-30,354.75
2303,GA,Atlanta GA,2022-12-31,355.0
2304,GA,Atlanta Suburbs GA,2022-01-31,643.5
2305,GA,Atlanta Suburbs GA,2022-02-28,644.0
2306,GA,Atlanta Suburbs GA,2022-03-31,644.5
2307,GA,Atlanta Suburbs GA,2022-04-30,645.0
2308,GA,Atlanta Suburbs GA,2022-05-31,645.5
2309,GA,Atlanta Suburbs GA,2022-06-30,646.0
